,Bigram,Count,Veracity
25735,,0,True
25796,,0,True
25736,,0,True
25768,,0,True
25769,,0,True
25770,,0,True
25771,,0,True
25772,,0,True
25773,,0,True
25774,,0,True
25775,,0,True
25776,,0,True
25777,,0,True
25778,,0,True
25779,,0,True
25780,,0,True
25781,,0,True
25783,,0,True
25784,,0,True
25787,,0,True
25788,,0,True
25789,,0,True
25791,,0,True
25793,,0,True
25794,,0,True
25795,,0,True
25767,,0,True
25766,,0,True
25765,,0,True
25748,,0,True
25737,,0,True
25738,,0,True
25739,,0,True
25740,,0,True
25741,,0,True
25743,,0,True
25744,,0,True
25745,,0,True
25746,,0,True
25747,,0,True
25749,,0,True
25763,,0,True
25750,,0,True
25751,,0,True
25752,,0,True
25753,,0,True
25754,,0,True
25755,,0,True
25756,,0,True
25757,,0,True
25758,,0,True
25760,,0,True
28599,,0,True
28601,,0,True
24351,,0,True
31353,,0,Fake
31357,,0,Fake
31360,,0,Fake
31361,,0,Fake
31363,,0,Fake
31364,,0,Fake
31365,,0,Fake
31366,,0,Fake
31367,,0,Fake
31368,,0,Fake
31370,,0,Fake
31371,,0,Fake
31372,,0,Fake
31373,,0,Fake
31374,,0,Fake
31377,,0,Fake
31378,,0,Fake
31379,,0,Fake
31380,,0,Fake
31381,,0,Fake
31382,,0,Fake
31383,,0,Fake
31384,,0,Fake
31385,,0,Fake
31356,,0,Fake
31352,,0,Fake
31322,,0,Fake
31351,,0,Fake
31324,,0,Fake
31327,,0,Fake
31328,,0,Fake
31329,,0,Fake
31330,,0,Fake
31331,,0,Fake
31332,,0,Fake
31333,,0,Fake
31334,,0,Fake
31335,,0,Fake
31336,,0,Fake
31337,,0,Fake
31338,,0,Fake
31340,,0,Fake
31341,,0,Fake
31342,,0,Fake
31343,,0,Fake
31344,,0,Fake
31345,,0,Fake
31346,,0,Fake
31347,,0,Fake
31349,,0,Fake
31350,,0,Fake
31386,,0,Fake
31387,,0,Fake
31389,,0,Fake
31390,,0,Fake
31420,,0,Fake
31422,,0,Fake
31423,,0,Fake
31424,,0,Fake
31425,,0,Fake
31427,,0,Fake
31430,,0,Fake
31431,,0,Fake
31432,,0,Fake
31433,,0,Fake
31434,,0,Fake
31435,,0,Fake
31436,,0,Fake
31437,,0,Fake
31438,,0,Fake
31439,,0,Fake
31440,,0,Fake
31441,,0,Fake
31443,,0,Fake
31444,,0,Fake
31445,,0,Fake
31446,,0,Fake
31447,,0,Fake
31419,,0,Fake
31418,,0,Fake
31417,,0,Fake
31402,,0,Fake
31391,,0,Fake
31392,,0,Fake
31393,,0,Fake
31394,,0,Fake
31395,,0,Fake
31396,,0,Fake
31397,,0,Fake
31398,,0,Fake
31399,,0,Fake
31401,,0,Fake
31403,,0,Fake
31416,,0,Fake
31404,,0,Fake
31405,,0,Fake
31407,,0,Fake
31408,,0,Fake
31409,,0,Fake
31410,,0,Fake
31411,,0,Fake
31412,,0,Fake
31414,,0,Fake
31415,,0,Fake
31323,,0,Fake
31321,,0,Fake
31199,,0,Fake
31232,,0,Fake
31234,,0,Fake
31235,,0,Fake
31236,,0,Fake
31237,,0,Fake
31238,,0,Fake
31239,,0,Fake
31240,,0,Fake
31241,,0,Fake
31242,,0,Fake
31243,,0,Fake
31244,,0,Fake
31245,,0,Fake
31246,,0,Fake
31247,,0,Fake
31248,,0,Fake
31250,,0,Fake
31251,,0,Fake
31252,,0,Fake
31253,,0,Fake
31255,,0,Fake
31256,,0,Fake
31257,,0,Fake
31258,,0,Fake
31233,,0,Fake
31231,,0,Fake
31320,,0,Fake
31230,,0,Fake
31201,,0,Fake
31202,,0,Fake
31203,,0,Fake
31205,,0,Fake
31206,,0,Fake
31207,,0,Fake
31208,,0,Fake
31209,,0,Fake
31210,,0,Fake
31211,,0,Fake
31212,,0,Fake
31213,,0,Fake
31214,,0,Fake
31215,,0,Fake
31216,,0,Fake
31217,,0,Fake
31218,,0,Fake
31221,,0,Fake
31223,,0,Fake
31224,,0,Fake
31226,,0,Fake
31228,,0,Fake
31229,,0,Fake
31259,,0,Fake
31260,,0,Fake
31261,,0,Fake
31262,,0,Fake
31294,,0,Fake
31295,,0,Fake
31296,,0,Fake
31298,,0,Fake
31299,,0,Fake
31301,,0,Fake
31302,,0,Fake
31303,,0,Fake
31304,,0,Fake
31305,,0,Fake
31307,,0,Fake
31308,,0,Fake
31309,,0,Fake
31310,,0,Fake
31311,,0,Fake
31312,,0,Fake
31313,,0,Fake
31314,,0,Fake
31315,,0,Fake
31316,,0,Fake
31317,,0,Fake
31318,,0,Fake
31319,,0,Fake
31293,,0,Fake
31292,,0,Fake
31291,,0,Fake
31275,,0,Fake
31263,,0,Fake
31264,,0,Fake
31265,,0,Fake
31267,,0,Fake
31268,,0,Fake
31270,,0,Fake
31271,,0,Fake
31272,,0,Fake
31273,,0,Fake
31274,,0,Fake
31276,,0,Fake
31290,,0,Fake
31277,,0,Fake
31278,,0,Fake
31281,,0,Fake
31282,,0,Fake
31283,,0,Fake
31284,,0,Fake
31285,,0,Fake
31287,,0,Fake
31288,,0,Fake
31289,,0,Fake
31448,,0,Fake
31449,,0,Fake
31450,,0,Fake
31614,,0,Fake
31616,,0,Fake
31618,,0,Fake
31619,,0,Fake
31620,,0,Fake
31621,,0,Fake
31622,,0,Fake
31623,,0,Fake
31624,,0,Fake
31625,,0,Fake
31626,,0,Fake
31627,,0,Fake
31628,,0,Fake
31629,,0,Fake
31630,,0,Fake
31631,,0,Fake
31632,,0,Fake
31634,,0,Fake
31635,,0,Fake
31636,,0,Fake
31637,,0,Fake
31639,,0,Fake
31640,,0,Fake
31641,,0,Fake
31615,,0,Fake
31610,,0,Fake
31451,,0,Fake
31609,,0,Fake
31580,,0,Fake
31581,,0,Fake
31583,,0,Fake
31584,,0,Fake
31585,,0,Fake
31586,,0,Fake
31588,,0,Fake
31590,,0,Fake
31592,,0,Fake
31594,,0,Fake
31595,,0,Fake
31596,,0,Fake
31597,,0,Fake
31598,,0,Fake
31599,,0,Fake
31600,,0,Fake
31601,,0,Fake
31602,,0,Fake
31603,,0,Fake
31605,,0,Fake
31606,,0,Fake
31607,,0,Fake
31608,,0,Fake
31642,,0,Fake
31643,,0,Fake
31644,,0,Fake
31645,,0,Fake
31676,,0,Fake
31677,,0,Fake
31678,,0,Fake
31679,,0,Fake
31680,,0,Fake
31682,,0,Fake
31683,,0,Fake
31684,,0,Fake
31685,,0,Fake
31686,,0,Fake
31687,,0,Fake
31688,,0,Fake
31690,,0,Fake
31692,,0,Fake
31693,,0,Fake
31694,,0,Fake
31695,,0,Fake
31696,,0,Fake
31697,,0,Fake
31698,,0,Fake
31699,,0,Fake
31700,,0,Fake
31704,,0,Fake
31675,,0,Fake
31674,,0,Fake
31673,,0,Fake
31657,,0,Fake
31646,,0,Fake
31647,,0,Fake
31649,,0,Fake
31650,,0,Fake
31651,,0,Fake
31652,,0,Fake
31653,,0,Fake
31654,,0,Fake
31655,,0,Fake
31656,,0,Fake
31658,,0,Fake
31672,,0,Fake
31659,,0,Fake
31661,,0,Fake
31662,,0,Fake
31663,,0,Fake
31665,,0,Fake
31667,,0,Fake
31668,,0,Fake
31669,,0,Fake
31670,,0,Fake
31671,,0,Fake
31579,,0,Fake
31578,,0,Fake
31577,,0,Fake
31515,,0,Fake
31485,,0,Fake
31486,,0,Fake
31487,,0,Fake
31488,,0,Fake
31489,,0,Fake
31490,,0,Fake
31491,,0,Fake
31492,,0,Fake
31493,,0,Fake
31495,,0,Fake
31496,,0,Fake
31497,,0,Fake
31499,,0,Fake
31500,,0,Fake
31501,,0,Fake
31502,,0,Fake
31503,,0,Fake
31506,,0,Fake
31507,,0,Fake
31509,,0,Fake
31510,,0,Fake
31512,,0,Fake
31513,,0,Fake
31484,,0,Fake
31483,,0,Fake
31482,,0,Fake
31466,,0,Fake
31452,,0,Fake
31456,,0,Fake
31457,,0,Fake
31458,,0,Fake
31459,,0,Fake
31461,,0,Fake
31462,,0,Fake
31463,,0,Fake
31464,,0,Fake
31465,,0,Fake
31469,,0,Fake
31481,,0,Fake
31470,,0,Fake
31472,,0,Fake
31473,,0,Fake
31474,,0,Fake
31475,,0,Fake
31476,,0,Fake
31477,,0,Fake
31478,,0,Fake
31479,,0,Fake
31480,,0,Fake
31514,,0,Fake
31516,,0,Fake
31576,,0,Fake
31517,,0,Fake
31552,,0,Fake
31553,,0,Fake
31555,,0,Fake
31556,,0,Fake
31557,,0,Fake
31558,,0,Fake
31559,,0,Fake
31560,,0,Fake
31561,,0,Fake
31562,,0,Fake
31563,,0,Fake
31564,,0,Fake
31565,,0,Fake
31566,,0,Fake
31567,,0,Fake
31568,,0,Fake
31569,,0,Fake
31570,,0,Fake
31571,,0,Fake
31572,,0,Fake
31573,,0,Fake
31574,,0,Fake
31575,,0,Fake
31551,,0,Fake
31550,,0,Fake
31547,,0,Fake
31532,,0,Fake
31519,,0,Fake
31520,,0,Fake
31521,,0,Fake
31523,,0,Fake
31524,,0,Fake
31525,,0,Fake
31526,,0,Fake
31527,,0,Fake
31529,,0,Fake
31531,,0,Fake
31533,,0,Fake
31546,,0,Fake
31535,,0,Fake
31536,,0,Fake
31538,,0,Fake
31539,,0,Fake
31540,,0,Fake
31541,,0,Fake
31542,,0,Fake
31543,,0,Fake
31544,,0,Fake
31545,,0,Fake
31200,,0,Fake
31198,,0,Fake
30708,,0,Fake
30865,,0,Fake
30867,,0,Fake
30868,,0,Fake
30869,,0,Fake
30870,,0,Fake
30871,,0,Fake
30872,,0,Fake
30873,,0,Fake
30874,,0,Fake
30875,,0,Fake
30876,,0,Fake
30877,,0,Fake
30878,,0,Fake
30879,,0,Fake
30880,,0,Fake
30881,,0,Fake
30882,,0,Fake
30883,,0,Fake
30884,,0,Fake
30885,,0,Fake
30886,,0,Fake
30887,,0,Fake
30888,,0,Fake
30889,,0,Fake
30866,,0,Fake
30864,,0,Fake
30836,,0,Fake
30863,,0,Fake
30838,,0,Fake
30839,,0,Fake
30840,,0,Fake
30841,,0,Fake
30842,,0,Fake
30843,,0,Fake
30844,,0,Fake
30845,,0,Fake
30846,,0,Fake
30847,,0,Fake
30848,,0,Fake
30849,,0,Fake
30850,,0,Fake
30851,,0,Fake
30852,,0,Fake
30853,,0,Fake
30854,,0,Fake
30856,,0,Fake
30857,,0,Fake
30859,,0,Fake
30860,,0,Fake
30861,,0,Fake
30862,,0,Fake
30890,,0,Fake
30891,,0,Fake
30892,,0,Fake
30893,,0,Fake
30922,,0,Fake
30923,,0,Fake
30924,,0,Fake
30925,,0,Fake
30926,,0,Fake
30927,,0,Fake
30928,,0,Fake
30929,,0,Fake
30930,,0,Fake
30931,,0,Fake
30934,,0,Fake
30936,,0,Fake
30938,,0,Fake
30939,,0,Fake
30941,,0,Fake
30942,,0,Fake
30943,,0,Fake
30944,,0,Fake
30945,,0,Fake
30947,,0,Fake
30949,,0,Fake
30950,,0,Fake
30951,,0,Fake
30921,,0,Fake
30920,,0,Fake
30919,,0,Fake
30904,,0,Fake
30894,,0,Fake
30895,,0,Fake
30896,,0,Fake
30897,,0,Fake
30898,,0,Fake
30899,,0,Fake
30900,,0,Fake
30901,,0,Fake
30902,,0,Fake
30903,,0,Fake
30906,,0,Fake
30918,,0,Fake
30907,,0,Fake
30908,,0,Fake
30909,,0,Fake
30911,,0,Fake
30912,,0,Fake
30913,,0,Fake
30914,,0,Fake
30915,,0,Fake
30916,,0,Fake
30917,,0,Fake
30837,,0,Fake
30835,,0,Fake
31197,,0,Fake
30739,,0,Fake
30741,,0,Fake
30743,,0,Fake
30744,,0,Fake
30745,,0,Fake
30746,,0,Fake
30748,,0,Fake
30750,,0,Fake
30751,,0,Fake
30752,,0,Fake
30753,,0,Fake
30754,,0,Fake
30755,,0,Fake
30757,,0,Fake
30759,,0,Fake
30760,,0,Fake
30761,,0,Fake
30762,,0,Fake
30763,,0,Fake
30764,,0,Fake
30765,,0,Fake
30767,,0,Fake
30768,,0,Fake
30769,,0,Fake
30740,,0,Fake
30737,,0,Fake
30834,,0,Fake
30736,,0,Fake
30710,,0,Fake
30711,,0,Fake
30712,,0,Fake
30714,,0,Fake
30715,,0,Fake
30716,,0,Fake
30717,,0,Fake
30718,,0,Fake
30719,,0,Fake
30720,,0,Fake
30721,,0,Fake
30723,,0,Fake
30725,,0,Fake
30726,,0,Fake
30727,,0,Fake
30728,,0,Fake
30729,,0,Fake
30730,,0,Fake
30731,,0,Fake
30732,,0,Fake
30733,,0,Fake
30734,,0,Fake
30735,,0,Fake
30770,,0,Fake
30771,,0,Fake
30772,,0,Fake
30773,,0,Fake
30805,,0,Fake
30806,,0,Fake
30807,,0,Fake
30810,,0,Fake
30811,,0,Fake
30813,,0,Fake
30815,,0,Fake
30816,,0,Fake
30817,,0,Fake
30818,,0,Fake
30819,,0,Fake
30820,,0,Fake
30821,,0,Fake
30822,,0,Fake
30823,,0,Fake
30824,,0,Fake
30827,,0,Fake
30828,,0,Fake
30829,,0,Fake
30830,,0,Fake
30831,,0,Fake
30832,,0,Fake
30833,,0,Fake
30804,,0,Fake
30803,,0,Fake
30801,,0,Fake
30785,,0,Fake
30774,,0,Fake
30776,,0,Fake
30777,,0,Fake
30778,,0,Fake
30779,,0,Fake
30780,,0,Fake
30781,,0,Fake
30782,,0,Fake
30783,,0,Fake
30784,,0,Fake
30787,,0,Fake
30800,,0,Fake
30788,,0,Fake
30789,,0,Fake
30790,,0,Fake
30791,,0,Fake
30792,,0,Fake
30793,,0,Fake
30794,,0,Fake
30795,,0,Fake
30798,,0,Fake
30799,,0,Fake
30952,,0,Fake
30954,,0,Fake
30956,,0,Fake
31107,,0,Fake
31109,,0,Fake
31110,,0,Fake
31113,,0,Fake
31114,,0,Fake
31115,,0,Fake
31116,,0,Fake
31117,,0,Fake
31118,,0,Fake
31119,,0,Fake
31121,,0,Fake
31122,,0,Fake
31124,,0,Fake
31125,,0,Fake
31126,,0,Fake
31127,,0,Fake
31128,,0,Fake
31129,,0,Fake
31131,,0,Fake
31132,,0,Fake
31133,,0,Fake
31134,,0,Fake
31135,,0,Fake
31136,,0,Fake
31108,,0,Fake
31106,,0,Fake
30957,,0,Fake
31105,,0,Fake
31077,,0,Fake
31078,,0,Fake
31079,,0,Fake
31080,,0,Fake
31082,,0,Fake
31083,,0,Fake
31085,,0,Fake
31086,,0,Fake
31087,,0,Fake
31088,,0,Fake
31090,,0,Fake
31091,,0,Fake
31092,,0,Fake
31093,,0,Fake
31094,,0,Fake
31095,,0,Fake
31096,,0,Fake
31098,,0,Fake
31099,,0,Fake
31100,,0,Fake
31101,,0,Fake
31103,,0,Fake
31104,,0,Fake
31137,,0,Fake
31138,,0,Fake
31140,,0,Fake
31142,,0,Fake
31172,,0,Fake
31173,,0,Fake
31174,,0,Fake
31175,,0,Fake
31176,,0,Fake
31177,,0,Fake
31178,,0,Fake
31179,,0,Fake
31180,,0,Fake
31181,,0,Fake
31182,,0,Fake
31183,,0,Fake
31185,,0,Fake
31186,,0,Fake
31187,,0,Fake
31188,,0,Fake
31189,,0,Fake
31190,,0,Fake
31192,,0,Fake
31193,,0,Fake
31194,,0,Fake
31195,,0,Fake
31196,,0,Fake
31171,,0,Fake
31170,,0,Fake
31169,,0,Fake
31153,,0,Fake
31143,,0,Fake
31144,,0,Fake
31145,,0,Fake
31146,,0,Fake
31147,,0,Fake
31148,,0,Fake
31149,,0,Fake
31150,,0,Fake
31151,,0,Fake
31152,,0,Fake
31154,,0,Fake
31168,,0,Fake
31155,,0,Fake
31156,,0,Fake
31157,,0,Fake
31158,,0,Fake
31160,,0,Fake
31161,,0,Fake
31162,,0,Fake
31164,,0,Fake
31165,,0,Fake
31167,,0,Fake
31076,,0,Fake
31075,,0,Fake
31074,,0,Fake
31014,,0,Fake
30986,,0,Fake
30987,,0,Fake
30988,,0,Fake
30989,,0,Fake
30990,,0,Fake
30991,,0,Fake
30992,,0,Fake
30993,,0,Fake
30994,,0,Fake
30995,,0,Fake
30996,,0,Fake
30997,,0,Fake
30998,,0,Fake
30999,,0,Fake
31000,,0,Fake
31001,,0,Fake
31002,,0,Fake
31003,,0,Fake
31004,,0,Fake
31007,,0,Fake
31008,,0,Fake
31009,,0,Fake
31011,,0,Fake
30985,,0,Fake
30984,,0,Fake
30983,,0,Fake
30970,,0,Fake
30958,,0,Fake
30959,,0,Fake
30960,,0,Fake
30961,,0,Fake
30962,,0,Fake
30963,,0,Fake
30964,,0,Fake
30965,,0,Fake
30967,,0,Fake
30968,,0,Fake
30971,,0,Fake
30982,,0,Fake
30972,,0,Fake
30973,,0,Fake
30974,,0,Fake
30975,,0,Fake
30976,,0,Fake
30977,,0,Fake
30978,,0,Fake
30979,,0,Fake
30980,,0,Fake
30981,,0,Fake
31013,,0,Fake
31015,,0,Fake
31073,,0,Fake
31017,,0,Fake
31045,,0,Fake
31046,,0,Fake
31047,,0,Fake
31048,,0,Fake
31049,,0,Fake
31050,,0,Fake
31051,,0,Fake
31052,,0,Fake
31053,,0,Fake
31054,,0,Fake
31055,,0,Fake
31058,,0,Fake
31060,,0,Fake
31061,,0,Fake
31062,,0,Fake
31064,,0,Fake
31066,,0,Fake
31067,,0,Fake
31068,,0,Fake
31069,,0,Fake
31070,,0,Fake
31071,,0,Fake
31072,,0,Fake
31044,,0,Fake
31043,,0,Fake
31042,,0,Fake
31029,,0,Fake
31018,,0,Fake
31020,,0,Fake
31021,,0,Fake
31022,,0,Fake
31023,,0,Fake
31024,,0,Fake
31025,,0,Fake
31026,,0,Fake
31027,,0,Fake
31028,,0,Fake
31030,,0,Fake
31041,,0,Fake
31031,,0,Fake
31032,,0,Fake
31033,,0,Fake
31034,,0,Fake
31035,,0,Fake
31036,,0,Fake
31037,,0,Fake
31038,,0,Fake
31039,,0,Fake
31040,,0,Fake
31705,,0,Fake
31706,,0,Fake
31707,,0,Fake
32357,,0,Fake
32361,,0,Fake
32362,,0,Fake
32363,,0,Fake
32364,,0,Fake
32365,,0,Fake
32366,,0,Fake
32367,,0,Fake
32368,,0,Fake
32369,,0,Fake
32370,,0,Fake
32371,,0,Fake
32373,,0,Fake
32374,,0,Fake
32375,,0,Fake
32376,,0,Fake
32377,,0,Fake
32378,,0,Fake
32379,,0,Fake
32380,,0,Fake
32381,,0,Fake
32382,,0,Fake
32383,,0,Fake
32384,,0,Fake
32358,,0,Fake
32356,,0,Fake
32325,,0,Fake
32355,,0,Fake
32327,,0,Fake
32328,,0,Fake
32329,,0,Fake
32330,,0,Fake
32331,,0,Fake
32332,,0,Fake
32334,,0,Fake
32335,,0,Fake
32336,,0,Fake
32337,,0,Fake
32338,,0,Fake
32339,,0,Fake
32342,,0,Fake
32343,,0,Fake
32345,,0,Fake
32346,,0,Fake
32347,,0,Fake
32348,,0,Fake
32349,,0,Fake
32350,,0,Fake
32351,,0,Fake
32352,,0,Fake
32354,,0,Fake
32386,,0,Fake
32387,,0,Fake
32388,,0,Fake
32389,,0,Fake
32421,,0,Fake
32422,,0,Fake
32423,,0,Fake
32424,,0,Fake
32425,,0,Fake
32426,,0,Fake
32427,,0,Fake
32428,,0,Fake
32429,,0,Fake
32430,,0,Fake
32431,,0,Fake
32432,,0,Fake
32433,,0,Fake
32436,,0,Fake
32437,,0,Fake
32438,,0,Fake
32439,,0,Fake
32440,,0,Fake
32441,,0,Fake
32442,,0,Fake
32443,,0,Fake
32444,,0,Fake
32445,,0,Fake
32420,,0,Fake
32419,,0,Fake
32418,,0,Fake
32403,,0,Fake
32390,,0,Fake
32391,,0,Fake
32392,,0,Fake
32393,,0,Fake
32396,,0,Fake
32397,,0,Fake
32398,,0,Fake
32399,,0,Fake
32401,,0,Fake
32402,,0,Fake
32404,,0,Fake
32417,,0,Fake
32405,,0,Fake
32406,,0,Fake
32407,,0,Fake
32408,,0,Fake
32410,,0,Fake
32411,,0,Fake
32413,,0,Fake
32414,,0,Fake
32415,,0,Fake
32416,,0,Fake
32326,,0,Fake
32324,,0,Fake
31708,,0,Fake
32231,,0,Fake
32233,,0,Fake
32235,,0,Fake
32236,,0,Fake
32237,,0,Fake
32238,,0,Fake
32239,,0,Fake
32240,,0,Fake
32241,,0,Fake
32242,,0,Fake
32243,,0,Fake
32244,,0,Fake
32245,,0,Fake
32246,,0,Fake
32247,,0,Fake
32248,,0,Fake
32249,,0,Fake
32250,,0,Fake
32251,,0,Fake
32252,,0,Fake
32253,,0,Fake
32254,,0,Fake
32255,,0,Fake
32256,,0,Fake
32232,,0,Fake
32230,,0,Fake
32322,,0,Fake
32228,,0,Fake
32201,,0,Fake
32202,,0,Fake
32203,,0,Fake
32204,,0,Fake
32206,,0,Fake
32207,,0,Fake
32208,,0,Fake
32209,,0,Fake
32210,,0,Fake
32211,,0,Fake
32212,,0,Fake
32213,,0,Fake
32214,,0,Fake
32215,,0,Fake
32217,,0,Fake
32219,,0,Fake
32220,,0,Fake
32221,,0,Fake
32222,,0,Fake
32223,,0,Fake
32224,,0,Fake
32225,,0,Fake
32226,,0,Fake
32257,,0,Fake
32258,,0,Fake
32259,,0,Fake
32260,,0,Fake
32296,,0,Fake
32298,,0,Fake
32299,,0,Fake
32300,,0,Fake
32301,,0,Fake
32302,,0,Fake
32303,,0,Fake
32304,,0,Fake
32305,,0,Fake
32306,,0,Fake
32307,,0,Fake
32308,,0,Fake
32309,,0,Fake
32311,,0,Fake
32312,,0,Fake
32313,,0,Fake
32314,,0,Fake
32315,,0,Fake
32316,,0,Fake
32317,,0,Fake
32318,,0,Fake
32320,,0,Fake
32321,,0,Fake
32294,,0,Fake
32293,,0,Fake
32292,,0,Fake
32271,,0,Fake
32261,,0,Fake
32262,,0,Fake
32263,,0,Fake
32264,,0,Fake
32265,,0,Fake
32266,,0,Fake
32267,,0,Fake
32268,,0,Fake
32269,,0,Fake
32270,,0,Fake
32274,,0,Fake
32291,,0,Fake
32275,,0,Fake
32277,,0,Fake
32281,,0,Fake
32283,,0,Fake
32284,,0,Fake
32285,,0,Fake
32286,,0,Fake
32287,,0,Fake
32288,,0,Fake
32289,,0,Fake
32446,,0,Fake
32447,,0,Fake
32448,,0,Fake
32599,,0,Fake
32601,,0,Fake
32602,,0,Fake
32603,,0,Fake
32604,,0,Fake
32605,,0,Fake
32606,,0,Fake
32607,,0,Fake
32608,,0,Fake
32609,,0,Fake
32610,,0,Fake
32611,,0,Fake
32612,,0,Fake
32613,,0,Fake
32614,,0,Fake
32615,,0,Fake
32616,,0,Fake
32618,,0,Fake
32619,,0,Fake
32620,,0,Fake
32621,,0,Fake
32622,,0,Fake
32623,,0,Fake
32624,,0,Fake
32600,,0,Fake
32597,,0,Fake
32449,,0,Fake
32596,,0,Fake
32571,,0,Fake
32572,,0,Fake
32573,,0,Fake
32574,,0,Fake
32575,,0,Fake
32576,,0,Fake
32577,,0,Fake
32578,,0,Fake
32579,,0,Fake
32580,,0,Fake
32581,,0,Fake
32582,,0,Fake
32583,,0,Fake
32584,,0,Fake
32585,,0,Fake
32586,,0,Fake
32587,,0,Fake
32588,,0,Fake
32589,,0,Fake
32591,,0,Fake
32592,,0,Fake
32593,,0,Fake
32595,,0,Fake
32626,,0,Fake
32627,,0,Fake
32628,,0,Fake
32629,,0,Fake
32658,,0,Fake
32659,,0,Fake
32660,,0,Fake
32661,,0,Fake
32662,,0,Fake
32663,,0,Fake
32665,,0,Fake
32666,,0,Fake
32667,,0,Fake
32668,,0,Fake
32669,,0,Fake
32670,,0,Fake
32671,,0,Fake
32673,,0,Fake
32675,,0,Fake
32676,,0,Fake
32677,,0,Fake
32679,,0,Fake
32680,,0,Fake
32681,,0,Fake
32682,,0,Fake
32683,,0,Fake
32685,,0,Fake
32657,,0,Fake
32656,,0,Fake
32655,,0,Fake
32640,,0,Fake
32630,,0,Fake
32631,,0,Fake
32632,,0,Fake
32633,,0,Fake
32634,,0,Fake
32635,,0,Fake
32636,,0,Fake
32637,,0,Fake
32638,,0,Fake
32639,,0,Fake
32641,,0,Fake
32654,,0,Fake
32642,,0,Fake
32643,,0,Fake
32644,,0,Fake
32645,,0,Fake
32647,,0,Fake
32648,,0,Fake
32649,,0,Fake
32651,,0,Fake
32652,,0,Fake
32653,,0,Fake
32570,,0,Fake
32569,,0,Fake
32568,,0,Fake
32505,,0,Fake
32479,,0,Fake
32480,,0,Fake
32481,,0,Fake
32483,,0,Fake
32484,,0,Fake
32485,,0,Fake
32486,,0,Fake
32487,,0,Fake
32488,,0,Fake
32489,,0,Fake
32490,,0,Fake
32492,,0,Fake
32493,,0,Fake
32494,,0,Fake
32495,,0,Fake
32496,,0,Fake
32497,,0,Fake
32498,,0,Fake
32499,,0,Fake
32500,,0,Fake
32501,,0,Fake
32502,,0,Fake
32503,,0,Fake
32478,,0,Fake
32477,,0,Fake
32475,,0,Fake
32460,,0,Fake
32450,,0,Fake
32451,,0,Fake
32452,,0,Fake
32453,,0,Fake
32454,,0,Fake
32455,,0,Fake
32456,,0,Fake
32457,,0,Fake
32458,,0,Fake
32459,,0,Fake
32461,,0,Fake
32474,,0,Fake
32462,,0,Fake
32463,,0,Fake
32464,,0,Fake
32466,,0,Fake
32467,,0,Fake
32468,,0,Fake
32469,,0,Fake
32470,,0,Fake
32472,,0,Fake
32473,,0,Fake
32504,,0,Fake
32506,,0,Fake
32567,,0,Fake
32507,,0,Fake
32541,,0,Fake
32543,,0,Fake
32544,,0,Fake
32545,,0,Fake
32546,,0,Fake
32547,,0,Fake
32548,,0,Fake
32549,,0,Fake
32550,,0,Fake
32552,,0,Fake
32553,,0,Fake
32554,,0,Fake
32555,,0,Fake
32556,,0,Fake
32557,,0,Fake
32558,,0,Fake
32559,,0,Fake
32560,,0,Fake
32561,,0,Fake
32562,,0,Fake
32563,,0,Fake
32565,,0,Fake
32566,,0,Fake
32540,,0,Fake
32539,,0,Fake
32538,,0,Fake
32522,,0,Fake
32508,,0,Fake
32509,,0,Fake
32510,,0,Fake
32511,,0,Fake
32513,,0,Fake
32514,,0,Fake
32516,,0,Fake
32517,,0,Fake
32519,,0,Fake
32521,,0,Fake
32523,,0,Fake
32537,,0,Fake
32524,,0,Fake
32525,,0,Fake
32526,,0,Fake
32527,,0,Fake
32528,,0,Fake
32530,,0,Fake
32532,,0,Fake
32534,,0,Fake
32535,,0,Fake
32536,,0,Fake
32200,,0,Fake
32199,,0,Fake
32198,,0,Fake
31865,,0,Fake
31867,,0,Fake
31868,,0,Fake
31869,,0,Fake
31870,,0,Fake
31872,,0,Fake
31873,,0,Fake
31875,,0,Fake
31876,,0,Fake
31877,,0,Fake
31878,,0,Fake
31879,,0,Fake
31880,,0,Fake
31881,,0,Fake
31882,,0,Fake
31883,,0,Fake
31885,,0,Fake
31886,,0,Fake
31887,,0,Fake
31888,,0,Fake
31889,,0,Fake
31890,,0,Fake
31891,,0,Fake
31892,,0,Fake
31866,,0,Fake
31864,,0,Fake
31954,,0,Fake
31863,,0,Fake
31834,,0,Fake
31836,,0,Fake
31837,,0,Fake
31838,,0,Fake
31839,,0,Fake
31841,,0,Fake
31843,,0,Fake
31844,,0,Fake
31845,,0,Fake
31846,,0,Fake
31847,,0,Fake
31848,,0,Fake
31849,,0,Fake
31850,,0,Fake
31852,,0,Fake
31853,,0,Fake
31854,,0,Fake
31855,,0,Fake
31856,,0,Fake
31857,,0,Fake
31858,,0,Fake
31859,,0,Fake
31860,,0,Fake
31893,,0,Fake
31894,,0,Fake
31895,,0,Fake
31896,,0,Fake
31929,,0,Fake
31930,,0,Fake
31931,,0,Fake
31932,,0,Fake
31933,,0,Fake
31934,,0,Fake
31935,,0,Fake
31936,,0,Fake
31937,,0,Fake
31938,,0,Fake
31939,,0,Fake
31941,,0,Fake
31942,,0,Fake
31943,,0,Fake
31944,,0,Fake
31945,,0,Fake
31946,,0,Fake
31947,,0,Fake
