,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,ID,Veracity,Author,Link,Category,Date,Tokens,Words,Types,Links Inside,Words Uppercase,Verbs,Subjuntive\Imperative Verbs,Nouns,Adjectives,Adverbs,Modal Verbs,Singular\Second Personal Pronouns,Plural First Personal Pronouns,Pronouns,Pausality,Characters,Average Sentence Length,Average Word Length,Percentage of Spelling Errors,Emotiveness,Diversity
2748,2748,2748,2748,2748,3473,3473,true-meta-information, Por G1 SP ,https://g1.globo.com/sp/sao-paulo/noticia/tres-apostas-vencedoras-de-loterica-de-parelheiros-foram-feitas-por-uma-unica-pessoa.ghtml,politica,2018-04-01 00:00:00,386,336,197,0,1,53,0,90,19,12,9,0,0,13,1.92308,1488,12.9231,4.42857,0.0,0.216783,0.58631
2749,2749,2749,2749,2749,3474,3474,true-meta-information," Por Cauê Fabiano, G1 ",https://g1.globo.com/ciencia-e-saude/noticia/conheca-10-brasileiras-pioneiras-na-ciencia.ghtml,politica,2018-08-03 00:00:00,1206,1032,496,None,20,122,1,309,48,40,12,0,0,41,3.625,5275,21.5,5.11143,0.00193798,0.204176,0.48062
2750,2750,2750,2750,2750,3475,3475,true-meta-information," Por Luciana Amaral, G1, Brasília ",https://g1.globo.com/politica/noticia/aloysio-nunes-e-osmar-serraglio-tomam-posse-no-planalto-como-ministros-de-temer.ghtml,politica,2017-07-03 00:00:00,1089,931,413,None,11,103,4,277,46,28,12,0,0,26,4.15789,4681,24.5,5.0279300000000005,0.00214823,0.194737,0.44360900000000003
2751,2751,2751,2751,2751,3476,3476,true-meta-information, Por G1 PR ,https://g1.globo.com/pr/oeste-sudoeste/noticia/onibus-da-caravana-de-lula-sao-atingidos-por-tiros-no-oeste-do-parana-diz-assessoria.ghtml,tv_celebridades,2018-03-27 00:00:00,666,563,300,None,4,109,3,157,19,32,28,6,3,35,2.6410299999999998,2722,14.4359,4.83481,0.0,0.19172899999999998,0.53286
2752,2752,2752,2752,2752,3477,3477,true-meta-information," Por Amanda Polato, G1, São Paulo ",https://g1.globo.com/politica/operacao-lava-jato/noticia/da-negacao-aos-detalhes-da-corrupcao-o-que-marcelo-odebrecht-disse-antes-e-depois-de-virar-delator.ghtml,politica,2017-04-14 00:00:00,1454,1248,567,0,7,206,12,336,54,62,18,21,0,105,2.9855099999999997,6202,18.087,4.96955,0.0,0.214022,0.45432700000000004
2753,2753,2753,2753,2753,3478,3478,true-meta-information," Por Murillo Velasco e Silvio Túlio, G1 GO ",https://g1.globo.com/goias/noticia/odebrecht-doou-r-15-milhao-para-maguito-e-daniel-vilela-por-interesse-em-obras-de-saneamento-diz-delator-em-video.ghtml,politica,2017-04-15 00:00:00,1766,1505,623,0,6,235,13,408,52,78,28,8,0,84,3.57534,7351,20.6164,4.88439,0.0,0.202177,0.41395299999999996
2754,2754,2754,2754,2754,3479,3479,true-meta-information," Por Cíntia Acayaba, G1 SP, São Paulo ",https://g1.globo.com/sao-paulo/noticia/brasil-registra-8-desaparecimentos-por-hora-nos-ultimos-10-anos-diz-estudo-inedito.ghtml,sociedade_cotidiano,2017-10-30 00:00:00,2077,1794,756,0,20,267,11,505,66,77,38,9,3,91,2.72115,8786,17.25,4.8974400000000005,0.000557414,0.18523299999999998,0.42140500000000003
2755,2755,2755,2755,2755,348,348,true-meta-information," Por G1, Brasília ",https://g1.globo.com/politica/noticia/relembre-as-principais-decisoes-de-teori-zavascki-na-operacao-lava-jato.ghtml,tv_celebridades,2017-01-20 00:00:00,1240,1122,459,0,18,131,4,366,56,29,18,0,0,31,2.68182,5630,25.5,5.01783,0.00356506,0.171026,0.409091
2756,2756,2756,2756,2756,3480,3480,true-meta-information, Por G1 PR ,https://g1.globo.com/pr/parana/noticia/parana-quinta-feira-15-de-marco-de-2018.ghtml,sociedade_cotidiano,2018-03-15 00:00:00,431,379,246,None,9,39,1,120,18,8,5,0,0,8,2.73684,2015,19.9474,5.3166199999999995,0.00527705,0.163522,0.649077
2757,2757,2757,2757,2757,3481,3481,true-meta-information, O Estado de S. Paulo ,"http://internacional.estadao.com.br/noticias/geral,presidente-da-turquia-lamenta-derrubada-de-aviao-russo-e-quer-reuniao-com-putin,1803593",sociedade_cotidiano,2015-11-28 00:00:00,659,585,303,0,3,95,10,165,46,24,13,0,0,34,2.74074,2937,21.6667,5.02051,0.0,0.269231,0.517949
2758,2758,2758,2758,2758,3482,3482,true-meta-information, José Nêumanne ,http://politica.estadao.com.br/blogs/neumanne/policia-com-fome/,politica,2018-04-01 00:00:00,2255,2004,850,0,21,287,7,550,110,75,45,0,3,106,2.6421099999999997,9758,21.0947,4.86926,0.00249501,0.221027,0.42415200000000003
2759,2759,2759,2759,2759,3483,3483,true-meta-information," Por Fernanda Calgaro e Gustavo Garcia, G1, Brasília ",https://g1.globo.com/politica/noticia/maia-encerra-sessao-da-camara-minutos-apos-noticia-sobre-audio-de-temer.ghtml,politica,2017-05-17 00:00:00,1519,1290,540,0,23,213,6,408,30,47,32,1,0,63,3.81667,6153,21.5,4.769769999999999,0.00155039,0.12399400000000001,0.418605
2760,2760,2760,2760,2760,3484,3484,true-meta-information, Carla Araújo e Tânia MonteiroBRASÍLIA ,http://politica.estadao.com.br/blogs/fausto-macedo/jungmann-confirma-galloro-chefe-da-pf/,politica,2018-02-27 00:00:00,582,526,260,0,15,69,0,158,14,21,13,0,0,11,2.9473700000000003,2626,27.6842,4.9924,0.0,0.154185,0.49429700000000004
2761,2761,2761,2761,2761,3485,3485,true-meta-information, Por BBC ,https://g1.globo.com/mundo/noticia/10-perguntas-para-entender-o-ataque-quimico-e-a-origem-da-guerra-na-siria.ghtml,sociedade_cotidiano,2017-06-04 00:00:00,2286,2014,854,0,11,281,8,586,141,83,34,1,1,114,2.98901,9923,22.1319,4.92701,0.00546177,0.258362,0.42403199999999996
2762,2762,2762,2762,2762,3486,3486,true-meta-information, José Nêumanne ,http://politica.estadao.com.br/blogs/neumanne/o-povo-que-se-dane-3/,politica,2018-09-02 00:00:00,2226,1980,871,0,35,297,9,572,99,91,41,1,0,112,3.3243199999999997,9311,26.7568,4.70253,0.00252525,0.218642,0.439899
2763,2763,2763,2763,2763,3487,3487,true-meta-information," Por G1, Brasília ",https://g1.globo.com/politica/operacao-lava-jato/noticia/apos-criticas-de-lula-associacao-diz-que-investigacoes-da-lava-jato-sao-serias-tecnicas-e-impessoais.ghtml,politica,2017-06-05 00:00:00,712,636,230,0,5,97,9,163,37,31,4,0,0,47,2.375,2997,19.875,4.71226,0.0,0.261538,0.361635
2764,2764,2764,2764,2764,3488,3488,true-meta-information," Por Renan Ramalho, G1, Brasília ",https://g1.globo.com/politica/noticia/gilmar-mendes-suspende-depoimento-de-aecio-a-policia-federal.ghtml,politica,2017-04-26 00:00:00,774,677,294,0,8,93,6,215,26,29,12,0,0,30,3.59259,3382,25.0741,4.99557,0.0,0.178571,0.43426899999999996
2765,2765,2765,2765,2765,3489,3489,true-meta-information," Por Fabiano Costa, G1, Brasília ",https://g1.globo.com/politica/noticia/lula-depoe-nesta-terca-a-juiz-do-df-para-explicar-suspeita-de-obstrucao-da-lava-jato.ghtml,politica,2017-03-14 00:00:00,807,727,330,0,8,91,2,231,25,22,13,0,0,24,3.07692,3511,27.9615,4.82944,0.0,0.145963,0.45392
2766,2766,2766,2766,2766,349,349,true-meta-information, ,https://g1.globo.com/rs/rio-grande-do-sul/noticia/reveja-todos-os-videos-do-quadro-partiurs-do-jornal-do-almoco.ghtml,sociedade_cotidiano,2017-07-31 00:00:00,7589,6641,1857,0,45,919,28,1912,392,276,95,0,0,298,2.48168,30348,17.3848,4.56979,0.00542087,0.235959,0.279627
2767,2767,2767,2767,2767,3490,3490,true-meta-information," Luiz Vassallo, Julia Affonso e Fausto Macedo ",http://politica.estadao.com.br/blogs/fausto-macedo/os-inimigos-da-lava-jato-sao-os-corruptos-nossos-de-cada-dia/,politica,2017-06-26 00:00:00,1729,1543,663,0,42,243,10,441,104,73,41,0,0,90,2.69565,7770,22.3623,5.03565,0.00259235,0.258772,0.42968199999999995
2768,2768,2768,2768,2768,3491,3491,true-meta-information," Por Jamile Santana, G1 Mogi das Cruzes e Suzano ",https://g1.globo.com/sp/mogi-das-cruzes-suzano/noticia/justica-de-mogi-bloqueia-bens-de-vereador-e-empresarios-em-acao-que-apura-superfaturamento-na-compra-de-cafe.ghtml,tv_celebridades,2018-03-13 00:00:00,2668,2337,761,None,20,279,5,691,108,112,31,1,0,98,3.55914,11036,25.129,4.72229,0.00385109,0.226804,0.325631
2769,2769,2769,2769,2769,3492,3492,true-meta-information, ,https://g1.globo.com/globonews/noticia/festival-globonews-prisma-2018-sera-no-dia-5-de-maio-veja-os-destaques.ghtml,politica,2018-03-25 00:00:00,3315,2935,1134,0,42,383,34,919,210,95,41,0,1,156,3.1405,15293,24.2562,5.21056,0.0088586,0.23425500000000002,0.386371
2770,2770,2770,2770,2770,3493,3493,true-meta-information, ,http://educacao.estadao.com.br/blogs/escola-projeto-vida/o-ocio-e-o-silencio-versus-a-tecnologia/,politica,2017-09-06 00:00:00,1952,1684,711,0,9,266,4,442,98,88,28,12,1,163,3.88406,7976,24.4058,4.73634,0.00118765,0.262712,0.422209
2771,2771,2771,2771,2771,3494,3494,true-meta-information," Por Rosanne DAgostino, G1, Brasília ",https://g1.globo.com/politica/noticia/senado-argumenta-ao-stf-que-medidas-cautelares-contra-congressistas-sao-inconstitucionais.ghtml,politica,2017-06-10 00:00:00,824,731,373,0,9,113,7,220,59,20,23,0,0,26,3.2069,3887,25.2069,5.3173699999999995,0.0,0.23723699999999998,0.51026
2772,2772,2772,2772,2772,3495,3495,true-meta-information, Breno Pires e Rafael Moraes MouraBRASÍLIA ,http://politica.estadao.com.br/blogs/fausto-macedo/as-razoes-da-procuradoria-para-manter-eduardo-cunha-na-cadeia-da-lava-jato/,politica,2017-11-29 00:00:00,567,509,273,0,2,72,3,153,30,11,7,0,0,18,2.7619,2635,24.2381,5.176819999999998,0.00196464,0.182222,0.536346
2773,2773,2773,2773,2773,3496,3496,true-meta-information," Igor Gadelha, Leonencio Nossa, Constança Rezenda, Marianna Holanda e Ricardo Galhardo, O Estado de S.Paulo ","http://politica.estadao.com.br/noticias/eleicoes,cenario-sem-lula-na-disputa-presidencial-altera-taticas-de-pre-candidatos,70002173260",politica,2018-01-31 00:00:00,1105,985,487,0,10,152,1,302,50,41,31,2,0,33,2.6087,4689,21.413,4.76041,0.00101523,0.200441,0.49441599999999997
2774,2774,2774,2774,2774,3497,3497,true-meta-information, Por Agencia EFE ,https://g1.globo.com/mundo/noticia/militares-negam-golpe-no-zimbabue-e-dizem-que-presidente-esta-bem.ghtml,politica,2017-11-15 00:00:00,1080,938,427,0,7,137,7,280,42,30,15,0,0,55,3.08696,4629,20.3913,4.93497,0.0,0.17266199999999998,0.45522399999999996
2775,2775,2775,2775,2775,3498,3498,true-meta-information," Por Paula Resende, G1 GO ",https://g1.globo.com/go/goias/noticia/pf-cumpre-mandados-em-unidades-da-brf-em-mineiros-e-rio-verde-na-terceira-fase-da-carne-fraca.ghtml,politica,2018-05-03 00:00:00,759,689,335,0,19,72,0,237,34,15,12,0,0,12,2.25806,3448,22.2258,5.00435,0.00145138,0.158576,0.486212
2776,2776,2776,2776,2776,3499,3499,true-meta-information, Fabio Serapião e Luiz Vassallo ,http://politica.estadao.com.br/blogs/fausto-macedo/temer-recebeu-propina-da-jbs-por-atuacao-na-agricultura-afirma-delator/,politica,2017-09-13 00:00:00,811,723,358,None,18,103,1,202,38,23,20,1,0,46,3.3846199999999995,3594,27.8077,4.97095,0.0,0.2,0.495159
2777,2777,2777,2777,2777,35,35,true-meta-information,Fernanda Calgaro,https://g1.globo.com/politica/noticia/tiririca-se-diz-com-vergonha-da-politica-e-afirma-que-nao-deve-disputar-mais-eleicoes.ghtml,politica,2017-06-12 00:00:00,578,464,229,None,2,105,0,101,25,39,15,4,0,42,3.8,2212,15.4667,4.76724,0.00215517,0.31068,0.49353400000000003
2778,2778,2778,2778,2778,350,350,true-meta-information, Por G1 ,https://g1.globo.com/resumo-do-dia/noticia/segunda-feira-7-de-agosto-de-2017.ghtml,tv_celebridades,2017-07-08 00:00:00,874,777,458,None,5,125,5,227,33,27,24,1,0,28,2.425,3750,19.425,4.82625,0.002574,0.170455,0.589447
2779,2779,2779,2779,2779,3500,3500,true-meta-information, Por BBC ,https://g1.globo.com/mundo/noticia/10-perguntas-para-entender-a-guerra-da-siria-das-origens-as-novas-frentes-de-batalha.ghtml,sociedade_cotidiano,2018-02-27 00:00:00,2242,1974,839,0,16,261,9,584,159,87,34,0,0,96,3.15294,9916,23.2235,5.0233,0.00759878,0.291124,0.425025
2780,2780,2780,2780,2780,3501,3501,true-meta-information," Por Ana Carolina Moreno, G1 ",https://g1.globo.com/educacao/noticia/obama-promete-ajuda-de-fundacao-para-a-expansao-de-projetos-de-jovens-lideres-brasileiros.ghtml,sociedade_cotidiano,2017-05-10 00:00:00,787,689,326,None,1,120,9,155,49,38,12,2,0,69,3.5,3291,24.6071,4.77649,0.00145138,0.316364,0.473149
2781,2781,2781,2781,2781,3502,3502,true-meta-information," Por Marina Franco, G1 ",https://g1.globo.com/mundo/noticia/a-derrocada-do-califado-veja-como-o-estado-islamico-perdeu-territorio-na-siria-e-no-iraque-em-2017.ghtml,sociedade_cotidiano,2017-12-29 00:00:00,1546,1362,543,0,27,178,5,402,90,71,27,0,0,60,3.1724099999999997,6580,23.4828,4.83113,0.00440529,0.277586,0.39867800000000003
2782,2782,2782,2782,2782,3503,3503,true-meta-information," Por Bárbara Natália, G1 RS ",https://g1.globo.com/rs/rio-grande-do-sul/natal-luz/2017/noticia/natal-luz-ganha-as-ruas-de-gramado-e-turistas-comemoram-e-sensacional-e-nao-anoiteceu-ainda.ghtml,sociedade_cotidiano,2017-12-23 00:00:00,1496,1317,576,None,1,166,7,369,72,55,14,1,0,81,3.8913,6121,28.6304,4.64768,0.0015186,0.23738299999999998,0.43735799999999997
2783,2783,2783,2783,2783,3504,3504,true-meta-information, Por G1 ,https://g1.globo.com/mundo/noticia/aviao-cai-em-aeroporto-do-nepal.ghtml,sociedade_cotidiano,2018-12-03 00:00:00,706,625,331,None,7,109,0,182,29,25,16,0,0,29,2.07692,3042,16.0256,4.8672,0.0016,0.185567,0.5296
2784,2784,2784,2784,2784,3505,3505,true-meta-information," Por Adriana Justi, G1 PR, Curitiba ",https://g1.globo.com/pr/parana/noticia/curitiba-325-anos-video-mostra-historias-de-pessoas-que-deixaram-o-interior-em-busca-de-oportunidades-na-cidade-grande.ghtml,tv_celebridades,2018-03-29 00:00:00,1236,1064,516,None,3,145,4,299,54,53,13,8,0,58,2.86667,5021,17.7333,4.71899,0.00093985,0.24099099999999998,0.484962
2785,2785,2785,2785,2785,3506,3506,true-meta-information, Por G1 ,https://g1.globo.com/mundo/noticia/apos-ataque-dos-eua-russia-reforcara-defesas-antiaereas-do-exercito-sirio.ghtml,sociedade_cotidiano,2017-07-04 00:00:00,939,815,381,None,13,119,6,249,64,28,15,0,1,20,3.0243900000000004,4093,19.878,5.02209,0.00245399,0.25,0.46748500000000004
2786,2786,2786,2786,2786,3507,3507,true-meta-information," Por G1 MA, TV Mirante, São Luís ",https://g1.globo.com/ma/maranhao/noticia/complexo-esportivo-do-canhoto-em-sao-luis-sofre-com-a-falta-de-infraestrutura.ghtml,politica,2018-03-27 00:00:00,468,427,215,None,4,58,1,128,17,22,9,0,0,20,2.15789,2019,22.4737,4.72834,0.00468384,0.209677,0.503513
2787,2787,2787,2787,2787,3508,3508,true-meta-information," Por Marielle Moura, G1 Triângulo Mineiro ",https://g1.globo.com/mg/triangulo-mineiro/noticia/professores-da-rede-estadual-de-ensino-fazem-manifestacao-em-uberlandia.ghtml,politica,2018-03-27 00:00:00,1741,1583,623,0,19,156,10,469,75,30,14,0,0,39,3.0384599999999997,7954,30.4423,5.02464,0.0050536999999999995,0.168,0.393557
2788,2788,2788,2788,2788,3509,3509,true-meta-information, Por BBC ,https://g1.globo.com/bemestar/noticia/como-morte-de-jovem-cujo-cerebro-parecia-ser-3-vezes-mais-velho-da-pistas-sobre-doenca-degenerativa.ghtml,tv_celebridades,2017-12-13 00:00:00,1502,1328,565,None,15,176,6,375,80,78,34,0,0,75,2.9,6472,22.1333,4.87349,0.00150602,0.28675100000000003,0.4254520000000001
2789,2789,2789,2789,2789,351,351,true-meta-information,Dani Fechine,https://g1.globo.com/pb/paraiba/noticia/composto-a-base-de-pimenta-para-tratar-cancer-de-mama-e-produzido-na-ufpb.ghtml,ciencia_tecnologia,2018-07-03 00:00:00,585,512,259,None,7,94,2,146,30,24,17,1,1,17,2.80769,2593,19.6923,5.06445,0.0,0.225,0.5058590000000001
2790,2790,2790,2790,2790,3510,3510,true-meta-information, Por G1 ,https://g1.globo.com/mundo/noticia/lider-de-maioria-opositora-no-peru-pede-que-presidente-kuczynski-renuncie-apos-ser-acusado-de-receber-dinheiro-da-odebrecht.ghtml,politica,2017-12-14 00:00:00,876,772,371,0,11,128,10,216,46,19,13,4,0,44,3.4666699999999997,4028,25.7333,5.21762,0.00388601,0.188953,0.48057
2791,2791,2791,2791,2791,3511,3511,true-meta-information," Giovana Girardi, O Estado de S.Paulo ","http://sustentabilidade.estadao.com.br/noticias/geral,declinio-da-biodiversidade-em-todo-o-planeta-ameaca-bem-estar-da-humanidade,70002239318",tv_celebridades,2018-03-23 00:00:00,1018,903,417,None,6,110,2,262,62,34,16,0,0,57,3.38235,4438,26.5588,4.9147300000000005,0.00221484,0.258065,0.461794
2792,2792,2792,2792,2792,3512,3512,true-meta-information," Daniel Carvalho e Daiene Cardoso, O Estado de S.Paulo ","http://politica.estadao.com.br/noticias/geral,relator-confirma-voto-pela-acao-contra-cunha--mas-parecer-sera-votado-semana-que-vem,10000002834",politica,2015-11-24 00:00:00,1020,882,408,0,10,156,4,261,46,39,16,0,1,52,2.70588,4482,17.2941,5.0816300000000005,0.0,0.203837,0.462585
2793,2793,2793,2793,2793,3513,3513,true-meta-information, José Fucs ,http://politica.estadao.com.br/blogs/blog-do-fucs/economista-propoe-plano-liberal-para-bolsonaro/,politica,2018-12-02 00:00:00,1785,1561,700,0,9,257,11,426,72,63,39,3,0,126,5.2093,7901,36.3023,5.0615,0.00512492,0.197657,0.44843
2794,2794,2794,2794,2794,3514,3514,true-meta-information, Por G1 SP ,https://g1.globo.com/sp/sao-paulo/noticia/ex-ministro-antonio-carlos-rodrigues-esta-foragido-ha-uma-semana.ghtml,politica,2017-11-28 00:00:00,689,614,320,None,6,89,5,177,28,15,11,0,2,36,2.67857,3074,21.9286,5.00651,0.0,0.161654,0.521173
2795,2795,2795,2795,2795,3515,3515,true-meta-information, Mario Vitor Rodrigues ,http://brasil.estadao.com.br/blogs/mario-vitor-rodrigues/entrevista-fernando-gabeira/,politica,2017-11-07 00:00:00,1640,1422,686,0,0,281,13,308,96,100,33,12,2,147,3.15942,6881,20.6087,4.83896,0.0021097,0.33276700000000003,0.482419
2796,2796,2796,2796,2796,3516,3516,true-meta-information," Por G1, Brasília ",https://g1.globo.com/politica/operacao-lava-jato/noticia/odebrecht-pagou-r-35-milhoes-via-caixa-2-para-comprar-partidos-diz-delator.ghtml,politica,2017-04-18 00:00:00,589,497,239,None,3,87,4,143,17,20,10,6,0,33,3.40741,2505,18.4074,5.04024,0.0,0.16087,0.4808850000000001
2797,2797,2797,2797,2797,3517,3517,true-meta-information," Por G1, Brasília ",https://g1.globo.com/politica/noticia/cpi-dos-maus-tratos-infantis-e-instalada-no-senador-e-define-presidente-e-relator.ghtml,tv_celebridades,2017-09-08 00:00:00,277,234,144,0,10,33,0,80,18,7,6,0,0,3,3.07143,1187,16.7143,5.07265,0.0042734999999999995,0.221239,0.6153850000000001
2798,2798,2798,2798,2798,3518,3518,true-meta-information," Igor Gadelha, O Estado de S.Paulo ","http://politica.estadao.com.br/noticias/geral,governadores-e-vices-viram-rivais-nas-eleicoes,70002234311",politica,2018-03-20 00:00:00,708,599,316,None,5,87,3,206,17,23,15,0,0,33,3.6333300000000004,2907,19.9667,4.85309,0.0,0.136519,0.527546
2799,2799,2799,2799,2799,3519,3519,true-meta-information," Por G1 MG, Belo Horizonte ",https://g1.globo.com/minas-gerais/desastre-ambiental-em-mariana/noticia/deputados-apontam-violacoes-de-direitos-humanos-contra-atingidos-por-desastre-de-mariana.ghtml,politica,2017-03-24 00:00:00,983,876,403,None,13,99,3,285,51,30,17,0,0,21,2.89189,4523,23.6757,5.16324,0.00114155,0.21093800000000001,0.460046
2800,2800,2800,2800,2800,352,352,true-meta-information,Renan Ramalho,https://g1.globo.com/politica/noticia/superior-tribunal-de-justica-decide-nesta-terca-se-livra-lula-de-ser-preso.ghtml,politica,2018-06-03 00:00:00,740,656,300,None,25,100,9,180,31,37,18,0,0,25,4.0,3090,31.2381,4.710369999999998,0.0,0.24285700000000002,0.45731700000000003
2801,2801,2801,2801,2801,3520,3520,true-meta-information, José Nêumanne ,http://politica.estadao.com.br/blogs/neumanne/futrica-oficial/,politica,2017-02-11 00:00:00,2355,2064,914,0,35,282,13,630,92,74,37,4,0,132,3.3068199999999996,9727,23.4545,4.71269,0.00242248,0.182018,0.442829
2802,2802,2802,2802,2802,3521,3521,true-meta-information, Por G1* ,https://g1.globo.com/economia/noticia/bovespa-290318.ghtml,politica,2018-03-29 00:00:00,328,290,182,0,4,30,0,79,24,12,3,0,1,6,2.92308,1293,22.3077,4.45862,0.0,0.330275,0.627586
2803,2803,2803,2803,2803,3522,3522,true-meta-information," Por Henrique Mendes, G1 BA ",https://g1.globo.com/bahia/noticia/festejos-ao-dois-de-julho-reunem-familias-e-tem-atos-contra-o-governo-do-presidente-michel-temer.ghtml,tv_celebridades,2017-02-07 00:00:00,829,701,338,0,8,74,0,226,36,18,4,3,0,31,3.12195,3406,17.0976,4.85877,0.0,0.18,0.48216800000000004
2804,2804,2804,2804,2804,3523,3523,true-meta-information, José Fucs ,http://politica.estadao.com.br/blogs/blog-do-fucs/o-alter-ego-liberal-de-bolsonaro/,politica,2017-03-12 00:00:00,2790,2419,1017,0,7,324,16,667,191,131,40,3,0,169,4.41667,12359,28.7976,5.10914,0.00248036,0.324924,0.420422
2805,2805,2805,2805,2805,3524,3524,true-meta-information," Ricardo Brandt, Julia Affonso e Fausto Macedo ",http://politica.estadao.com.br/blogs/fausto-macedo/o-passo-a-passo-da-prisao-de-mantega-alvo-da-34a-fase-da-lava-jato/,politica,2016-09-24 00:00:00,1928,1680,712,0,11,272,5,491,64,61,32,2,1,60,3.1,8335,21.0,4.96131,0.00178571,0.163827,0.42381
2806,2806,2806,2806,2806,3525,3525,true-meta-information, Por G1 ,https://g1.globo.com/resumo-do-dia/noticia/quinta-feira-10-de-agosto-de-2017.ghtml,politica,2017-10-08 00:00:00,733,643,392,0,4,78,5,198,36,23,9,0,0,17,2.8125,2998,20.0938,4.66252,0.00933126,0.21376799999999999,0.609642
2807,2807,2807,2807,2807,3526,3526,true-meta-information, Por BBC ,https://g1.globo.com/mundo/noticia/o-que-se-sabe-sobre-a-capacidade-militar-da-coreia-do-norte.ghtml,sociedade_cotidiano,2017-01-08 00:00:00,1463,1291,575,None,10,179,4,343,101,54,28,0,0,66,2.96552,6278,22.2586,4.8629,0.00232378,0.296935,0.445391
2808,2808,2808,2808,2808,3527,3527,true-meta-information, Por Reuters ,https://g1.globo.com/economia/negocios/noticia/oi-entrega-plano-de-recuperacao-a-justica.ghtml,politica,2017-12-10 00:00:00,1098,967,422,None,4,120,9,320,38,26,20,0,0,17,3.275,4602,24.175,4.75905,0.0,0.145455,0.43640100000000004
2809,2809,2809,2809,2809,3528,3528,true-meta-information, José Nêumanne ,http://politica.estadao.com.br/blogs/neumanne/muitos-vexames/,politica,2017-06-26 00:00:00,2186,1930,898,0,27,317,8,525,104,103,50,11,0,145,3.08434,9180,23.253,4.756480000000002,0.00259067,0.24584299999999998,0.4652850000000001
2810,2810,2810,2810,2810,3529,3529,true-meta-information, Por BBC ,https://g1.globo.com/mundo/noticia/sp-e-outras-10-cidades-do-mundo-que-podem-ficar-sem-agua-como-a-cidade-do-cabo.ghtml,politica,2018-11-02 00:00:00,1526,1355,581,0,6,167,5,380,101,66,26,0,0,52,2.75806,6380,21.8548,4.70849,0.00221402,0.305302,0.428782
2811,2811,2811,2811,2811,353,353,true-meta-information,None,https://g1.globo.com/mundo/noticia/papa-pede-que-europa-seja-mais-ativa-no-combate-ao-antissemitismo.ghtml,tv_celebridades,2018-01-29 00:00:00,252,222,137,None,1,38,3,57,22,11,2,0,0,16,3.33333,1160,24.6667,5.225230000000002,0.0,0.347368,0.617117
2812,2812,2812,2812,2812,3530,3530,true-meta-information, Estado da Arte ,http://cultura.estadao.com.br/blogs/estado-da-arte/falando-de-musica-entrevista-com-joao-guilherme-ripper/,politica,2018-01-02 00:00:00,2557,2256,994,0,13,288,13,613,161,101,28,3,0,150,4.12329,11626,30.9041,5.15337,0.00265957,0.290788,0.44060299999999997
2813,2813,2813,2813,2813,3531,3531,true-meta-information, Por G1 PE ,https://g1.globo.com/pe/pernambuco/noticia/retrospectiva-2017-os-principais-fatos-do-ano-em-pernambuco.ghtml,tv_celebridades,2017-12-30 00:00:00,1673,1502,700,0,5,188,2,488,57,26,32,0,0,27,2.71429,7328,23.8413,4.8788300000000016,0.00332889,0.122781,0.466045
2814,2814,2814,2814,2814,3532,3532,true-meta-information," Por Taís Laporta, Denise Soares e Erick Gimenes, G1 ",https://g1.globo.com/economia/agronegocios/noticia/safra-recorde-de-graos-reanima-a-economia-e-salva-o-pib-do-1-trimestre.ghtml,tv_celebridades,2017-01-06 00:00:00,1901,1631,689,None,25,250,11,472,107,88,33,2,1,70,3.0,7791,18.1222,4.77682,0.000613121,0.270083,0.42244
2815,2815,2815,2815,2815,3533,3533,true-meta-information, José Nêumanne ,http://politica.estadao.com.br/blogs/neumanne/aquele-cai-nao-cai/,politica,2017-06-21 00:00:00,2104,1860,819,0,28,288,6,518,82,90,46,3,1,105,3.53623,8920,26.9565,4.7957,0.00107527,0.21339899999999998,0.44032299999999996
2816,2816,2816,2816,2816,3534,3534,true-meta-information," Marianna Holanda, O Estado de S.Paulo ","http://politica.estadao.com.br/noticias/geral,bolsonaro-faz-sigla-ecologica-abandonar-causa-ambiental,70002055610",politica,2017-10-22 00:00:00,988,815,403,0,17,136,3,242,41,50,17,2,0,56,3.68085,3916,17.3404,4.80491,0.0,0.24074099999999998,0.494479
2817,2817,2817,2817,2817,3535,3535,true-meta-information," Por Darlan Alvarenga, G1 ",https://g1.globo.com/economia/noticia/varejo-pega-carona-nos-saques-do-fgts-mas-impacto-nas-vendas-e-timido.ghtml,politica,2017-07-04 00:00:00,1314,1140,503,0,34,163,3,352,50,49,18,0,0,37,3.16364,5256,20.7273,4.610530000000002,0.00350877,0.192233,0.44122799999999995
2818,2818,2818,2818,2818,3536,3536,true-meta-information," Por Renan Ramalho, G1, Brasília ",https://g1.globo.com/politica/noticia/beneficios-podem-ser-revistos-ao-se-delator-nao-cumprir-deveres-decide-stf.ghtml,politica,2017-06-29 00:00:00,2715,2315,777,0,23,429,35,649,99,122,74,4,1,146,3.7735800000000004,11835,21.8396,5.11231,0.0012959000000000002,0.20500900000000002,0.33563699999999996
2819,2819,2819,2819,2819,3537,3537,true-meta-information, Por G1 ES ,https://g1.globo.com/espirito-santo/norte-noroeste-es/noticia/seminario-discute-recuperacao-da-agua-no-rio-doce-em-linhares-es.ghtml,tv_celebridades,2017-10-27 00:00:00,513,439,233,None,1,66,4,128,24,21,6,1,4,23,3.08333,2055,18.2917,4.68109,0.0,0.23195900000000005,0.530752
